DataZone,DataZoneName,IntZone,IntZoneName,CA,CAName,HSCP,HSCPName,HB,HBName,Country
S01003910,N/A,S02000752,Dingwall,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003911,N/A,S02000745,Skye North East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003912,N/A,S02000752,Dingwall,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003913,N/A,S02000754,Ross and Cromarty Central,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003914,N/A,S02000746,Skye North West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003915,N/A,S02000754,Ross and Cromarty Central,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003916,N/A,S02000753,Black Isle North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003917,N/A,S02000753,Black Isle North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003918,N/A,S02000757,Ross and Cromarty East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003919,N/A,S02000756,Invergordon,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003920,N/A,S02000756,Invergordon,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003921,N/A,S02000755,Alness,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003922,N/A,S02000755,Alness,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003923,N/A,S02000756,Invergordon,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003924,N/A,S02000756,Invergordon,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003925,N/A,S02000756,Invergordon,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003926,N/A,S02000755,Alness,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003927,N/A,S02000757,Ross and Cromarty East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003928,N/A,S02000755,Alness,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003929,N/A,S02000755,Alness,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003930,N/A,S02000755,Alness,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003931,N/A,S02000755,Alness,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003932,N/A,S02000756,Invergordon,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003933,N/A,S02000751,Ross and Cromarty South West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003934,N/A,S02000758,Seaboard,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003935,N/A,S02000758,Seaboard,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003936,N/A,S02000757,Ross and Cromarty East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003937,N/A,S02000758,Seaboard,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003938,N/A,S02000757,Ross and Cromarty East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003939,N/A,S02000758,Seaboard,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003940,N/A,S02000759,Tain,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003941,N/A,S02000758,Seaboard,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003942,N/A,S02000759,Tain,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003943,N/A,S02000759,Tain,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003944,N/A,S02000759,Tain,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003945,N/A,S02000759,Tain,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003946,N/A,S02000751,Ross and Cromarty South West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003947,N/A,S02000758,Seaboard,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003948,N/A,S02000760,Ross and Cromarty North West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003949,N/A,S02000761,Sutherland South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003950,N/A,S02000761,Sutherland South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003951,N/A,S02000761,Sutherland South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003952,N/A,S02000761,Sutherland South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003953,N/A,S02000760,Ross and Cromarty North West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003954,N/A,S02000761,Sutherland South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003955,N/A,S02000760,Ross and Cromarty North West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003956,N/A,S02000760,Ross and Cromarty North West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003957,N/A,S02000761,Sutherland South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003958,N/A,S02000762,Sutherland East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003959,N/A,S02000761,Sutherland South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003960,N/A,S02000762,Sutherland East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003961,N/A,S02000762,Sutherland East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003962,N/A,S02000762,Sutherland East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003963,N/A,S02000760,Ross and Cromarty North West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003964,N/A,S02000762,Sutherland East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003965,N/A,S02000761,Sutherland South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003966,N/A,S02000761,Sutherland South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003967,N/A,S02000764,Sutherland North and West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003968,N/A,S02000762,Sutherland East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003969,N/A,S02000763,Caithness South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003970,N/A,S02000764,Sutherland North and West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003971,N/A,S02000763,Caithness South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003972,N/A,S02000763,Caithness South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003973,N/A,S02000764,Sutherland North and West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003974,N/A,S02000764,Sutherland North and West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003975,N/A,S02000767,Caithness North West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003976,N/A,S02000765,Wick South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003977,N/A,S02000765,Wick South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003978,N/A,S02000765,Wick South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003979,N/A,S02000765,Wick South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003980,N/A,S02000763,Caithness South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003981,N/A,S02000765,Wick South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003982,N/A,S02000765,Wick South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003983,N/A,S02000766,Wick North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003984,N/A,S02000766,Wick North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003985,N/A,S02000766,Wick North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003986,N/A,S02000766,Wick North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003987,N/A,S02000766,Wick North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003988,N/A,S02000764,Sutherland North and West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003989,N/A,S02000768,Caithness North East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003990,N/A,S02000764,Sutherland North and West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003991,N/A,S02000768,Caithness North East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003992,N/A,S02000767,Caithness North West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003993,N/A,S02000767,Caithness North West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003994,N/A,S02000768,Caithness North East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003995,N/A,S02000767,Caithness North West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003996,N/A,S02000767,Caithness North West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003997,N/A,S02000770,Thurso West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003998,N/A,S02000769,Thurso East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003999,N/A,S02000770,Thurso West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01004000,N/A,S02000769,Thurso East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01004001,N/A,S02000767,Caithness North West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01004002,N/A,S02000769,Thurso East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01004003,N/A,S02000770,Thurso West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01004004,N/A,S02000769,Thurso East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01004005,N/A,S02000770,Thurso West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01004006,N/A,S02000770,Thurso West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01004007,N/A,S02000770,Thurso West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01004008,N/A,S02000768,Caithness North East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01004009,N/A,S02000770,Thurso West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01004010,N/A,S02000768,Caithness North East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01004011,N/A,S02000772,"Kilmacolm, Quarriers, Greenock Upper East/Central",S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004012,N/A,S02000773,Inverkip and Wemyss Bay,S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004013,N/A,S02000772,"Kilmacolm, Quarriers, Greenock Upper East/Central",S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004014,N/A,S02000771,Kilmacolm Central,S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004015,N/A,S02000771,Kilmacolm Central,S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004016,N/A,S02000773,Inverkip and Wemyss Bay,S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004017,N/A,S02000771,Kilmacolm Central,S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004018,N/A,S02000773,Inverkip and Wemyss Bay,S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004019,N/A,S02000773,Inverkip and Wemyss Bay,S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004020,N/A,S02000772,"Kilmacolm, Quarriers, Greenock Upper East/Central",S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004021,N/A,S02000773,Inverkip and Wemyss Bay,S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004022,N/A,S02000773,Inverkip and Wemyss Bay,S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004023,N/A,S02000773,Inverkip and Wemyss Bay,S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004024,N/A,S02000772,"Kilmacolm, Quarriers, Greenock Upper East/Central",S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004025,N/A,S02000774,Port Glasgow Upper East,S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004026,N/A,S02000774,Port Glasgow Upper East,S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004027,N/A,S02000774,Port Glasgow Upper East,S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004028,N/A,S02000774,Port Glasgow Upper East,S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004029,N/A,S02000774,Port Glasgow Upper East,S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004030,N/A,S02000774,Port Glasgow Upper East,S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004031,N/A,S02000774,Port Glasgow Upper East,S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004032,N/A,S02000775,"Port Glasgow Mid, East and Central",S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004033,N/A,S02000775,"Port Glasgow Mid, East and Central",S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004034,N/A,S02000776,"Port Glasgow Upper, West and Central",S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004035,N/A,S02000775,"Port Glasgow Mid, East and Central",S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004036,N/A,S02000775,"Port Glasgow Mid, East and Central",S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004037,N/A,S02000776,"Port Glasgow Upper, West and Central",S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004038,N/A,S02000775,"Port Glasgow Mid, East and Central",S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004039,N/A,S02000775,"Port Glasgow Mid, East and Central",S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004040,N/A,S02000776,"Port Glasgow Upper, West and Central",S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004041,N/A,S02000775,"Port Glasgow Mid, East and Central",S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004042,N/A,S02000775,"Port Glasgow Mid, East and Central",S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004043,N/A,S02000777,"West Braeside, East Inverkip and West Gourock",S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004044,N/A,S02000776,"Port Glasgow Upper, West and Central",S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004045,N/A,S02000778,Greenock East,S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004046,N/A,S02000776,"Port Glasgow Upper, West and Central",S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004047,N/A,S02000778,Greenock East,S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004048,N/A,S02000776,"Port Glasgow Upper, West and Central",S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004049,N/A,S02000776,"Port Glasgow Upper, West and Central",S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004050,N/A,S02000778,Greenock East,S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004051,N/A,S02000781,Greenock Town Centre and East Central,S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004052,N/A,S02000778,Greenock East,S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004053,N/A,S02000778,Greenock East,S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004054,N/A,S02000777,"West Braeside, East Inverkip and West Gourock",S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01004055,N/A,S02000779,"Bow Farm, Barrs Cottage, Cowdenknowes and Overton",S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
