DataZone,DataZoneName,IntZone,IntZoneName,CA,CAName,HSCP,HSCPName,HB,HBName,Country
S01001186,N/A,S02000210,West Ferry,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001187,N/A,S02000216,Charleston,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001188,N/A,S02000217,The Glens,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001189,N/A,S02000212,Barnhill,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001190,N/A,S02000213,Broughty Ferry East,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001191,N/A,S02000222,Douglas West,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001192,N/A,S02000217,The Glens,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001193,N/A,S02000215,Baxter Park,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001194,N/A,S02000213,Broughty Ferry East,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001195,N/A,S02000214,Lochee,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001196,N/A,S02000211,Hilltown,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001197,N/A,S02000218,Douglas East,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001198,N/A,S02000216,Charleston,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001199,N/A,S02000218,Douglas East,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001200,N/A,S02000221,Linlathen and Midcraigie,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001201,N/A,S02000214,Lochee,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001202,N/A,S02000218,Douglas East,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001203,N/A,S02000222,Douglas West,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001204,N/A,S02000212,Barnhill,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001205,N/A,S02000215,Baxter Park,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001206,N/A,S02000217,The Glens,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001207,N/A,S02000214,Lochee,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001208,N/A,S02000219,Fairmuir,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001209,N/A,S02000221,Linlathen and Midcraigie,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001210,N/A,S02000218,Douglas East,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001211,N/A,S02000219,Fairmuir,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001212,N/A,S02000218,Douglas East,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001213,N/A,S02000221,Linlathen and Midcraigie,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001214,N/A,S02000217,The Glens,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001215,N/A,S02000219,Fairmuir,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001216,N/A,S02000222,Douglas West,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001217,N/A,S02000221,Linlathen and Midcraigie,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001218,N/A,S02000224,West Pitkerro,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001219,N/A,S02000212,Barnhill,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001220,N/A,S02000222,Douglas West,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001221,N/A,S02000220,Western Edge,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001222,N/A,S02000225,Ardler and St Marys,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001223,N/A,S02000224,West Pitkerro,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001224,N/A,S02000221,Linlathen and Midcraigie,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001225,N/A,S02000223,Caird Park,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001226,N/A,S02000222,Douglas West,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001227,N/A,S02000223,Caird Park,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001228,N/A,S02000227,Downfield,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001229,N/A,S02000219,Fairmuir,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001230,N/A,S02000226,Whitfield,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001231,N/A,S02000221,Linlathen and Midcraigie,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001232,N/A,S02000224,West Pitkerro,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001233,N/A,S02000229,Fintry,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001234,N/A,S02000225,Ardler and St Marys,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001235,N/A,S02000223,Caird Park,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001236,N/A,S02000223,Caird Park,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001237,N/A,S02000227,Downfield,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001238,N/A,S02000229,Fintry,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001239,N/A,S02000226,Whitfield,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001240,N/A,S02000226,Whitfield,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001241,N/A,S02000229,Fintry,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001242,N/A,S02000224,West Pitkerro,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001243,N/A,S02000225,Ardler and St Marys,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001244,N/A,S02000226,Whitfield,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001245,N/A,S02000228,Kirkton,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001246,N/A,S02000227,Downfield,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001247,N/A,S02000228,Kirkton,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001248,N/A,S02000224,West Pitkerro,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001249,N/A,S02000226,Whitfield,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001250,N/A,S02000229,Fintry,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001251,N/A,S02000229,Fintry,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001252,N/A,S02000229,Fintry,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001253,N/A,S02000226,Whitfield,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001254,N/A,S02000225,Ardler and St Marys,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001255,N/A,S02000228,Kirkton,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001256,N/A,S02000225,Ardler and St Marys,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001257,N/A,S02000228,Kirkton,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001258,N/A,S02000226,Whitfield,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001259,N/A,S02000227,Downfield,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001260,N/A,S02000226,Whitfield,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001261,N/A,S02000225,Ardler and St Marys,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001262,N/A,S02000228,Kirkton,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001263,N/A,S02000227,Downfield,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001264,N/A,S02000229,Fintry,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001265,N/A,S02000220,Western Edge,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001266,N/A,S02000227,Downfield,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001267,N/A,S02000225,Ardler and St Marys,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001268,N/A,S02000227,Downfield,S12000042,Dundee City,S37000007,Dundee City,S08000030,NHS Tayside,S92000003
S01001269,N/A,S02000230,Doon Valley South,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001270,N/A,S02000230,Doon Valley South,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001271,N/A,S02000230,Doon Valley South,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001272,N/A,S02000230,Doon Valley South,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001273,N/A,S02000230,Doon Valley South,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001274,N/A,S02000231,Doon Valley North,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001275,N/A,S02000231,Doon Valley North,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001276,N/A,S02000237,Cumnock Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001277,N/A,S02000231,Doon Valley North,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001278,N/A,S02000231,Doon Valley North,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001279,N/A,S02000232,New Cumnock,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001280,N/A,S02000232,New Cumnock,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001281,N/A,S02000232,New Cumnock,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001282,N/A,S02000232,New Cumnock,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001283,N/A,S02000231,Doon Valley North,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001284,N/A,S02000231,Doon Valley North,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001285,N/A,S02000235,Mauchline Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001286,N/A,S02000233,Drongan,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001287,N/A,S02000233,Drongan,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001288,N/A,S02000233,Drongan,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001289,N/A,S02000234,Cumnock South and Craigens,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001290,N/A,S02000233,Drongan,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001291,N/A,S02000234,Cumnock South and Craigens,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001292,N/A,S02000234,Cumnock South and Craigens,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001293,N/A,S02000234,Cumnock South and Craigens,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001294,N/A,S02000234,Cumnock South and Craigens,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001295,N/A,S02000236,Cumnock North,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001296,N/A,S02000234,Cumnock South and Craigens,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001297,N/A,S02000234,Cumnock South and Craigens,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001298,N/A,S02000236,Cumnock North,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001299,N/A,S02000236,Cumnock North,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001300,N/A,S02000237,Cumnock Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001301,N/A,S02000237,Cumnock Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001302,N/A,S02000236,Cumnock North,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001303,N/A,S02000236,Cumnock North,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001304,N/A,S02000235,Mauchline Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001305,N/A,S02000235,Mauchline Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001306,N/A,S02000237,Cumnock Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001307,N/A,S02000238,Auchinleck,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001308,N/A,S02000238,Auchinleck,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001309,N/A,S02000238,Auchinleck,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001310,N/A,S02000238,Auchinleck,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001311,N/A,S02000235,Mauchline Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001312,N/A,S02000235,Mauchline Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001313,N/A,S02000235,Mauchline Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001314,N/A,S02000239,Mauchline,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001315,N/A,S02000239,Mauchline,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001316,N/A,S02000237,Cumnock Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001317,N/A,S02000239,Mauchline,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001318,N/A,S02000239,Mauchline,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001319,N/A,S02000237,Cumnock Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001320,N/A,S02000239,Mauchline,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001321,N/A,S02000235,Mauchline Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001322,N/A,S02000237,Cumnock Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001323,N/A,S02000240,Shortlees,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001324,N/A,S02000240,Shortlees,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001325,N/A,S02000240,Shortlees,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001326,N/A,S02000241,Bellfield and Kirkstyle,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001327,N/A,S02000240,Shortlees,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001328,N/A,S02000240,Shortlees,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001329,N/A,S02000240,Shortlees,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001330,N/A,S02000243,Kilmarnock South Central and Caprington,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001331,N/A,S02000241,Bellfield and Kirkstyle,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001332,N/A,S02000241,Bellfield and Kirkstyle,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001333,N/A,S02000243,Kilmarnock South Central and Caprington,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001334,N/A,S02000244,Earlston and Hurlford Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001335,N/A,S02000241,Bellfield and Kirkstyle,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001336,N/A,S02000241,Bellfield and Kirkstyle,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001337,N/A,S02000242,Galston,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001338,N/A,S02000242,Galston,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001339,N/A,S02000242,Galston,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001340,N/A,S02000244,Earlston and Hurlford Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001341,N/A,S02000244,Earlston and Hurlford Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001342,N/A,S02000244,Earlston and Hurlford Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001343,N/A,S02000242,Galston,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001344,N/A,S02000242,Galston,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001345,N/A,S02000242,Galston,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001346,N/A,S02000245,"Grange, Howard and Gargieston",S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001347,N/A,S02000245,"Grange, Howard and Gargieston",S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001348,N/A,S02000243,Kilmarnock South Central and Caprington,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001349,N/A,S02000244,Earlston and Hurlford Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001350,N/A,S02000246,Newmilns,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001351,N/A,S02000245,"Grange, Howard and Gargieston",S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001352,N/A,S02000244,Earlston and Hurlford Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001353,N/A,S02000245,"Grange, Howard and Gargieston",S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001354,N/A,S02000246,Newmilns,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001355,N/A,S02000246,Newmilns,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001356,N/A,S02000245,"Grange, Howard and Gargieston",S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001357,N/A,S02000243,Kilmarnock South Central and Caprington,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001358,N/A,S02000247,Darvel,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001359,N/A,S02000245,"Grange, Howard and Gargieston",S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001360,N/A,S02000247,Darvel,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001361,N/A,S02000248,Piersland,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001362,N/A,S02000248,Piersland,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001363,N/A,S02000248,Piersland,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001364,N/A,S02000246,Newmilns,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001365,N/A,S02000244,Earlston and Hurlford Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001366,N/A,S02000245,"Grange, Howard and Gargieston",S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001367,N/A,S02000248,Piersland,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001368,N/A,S02000257,Northern and Irvine Valley Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001369,N/A,S02000247,Darvel,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001370,N/A,S02000248,Piersland,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001371,N/A,S02000250,Bonnyton and Town Centre,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001372,N/A,S02000249,Crosshouse and Gatehead Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001373,N/A,S02000249,Crosshouse and Gatehead Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001374,N/A,S02000251,New Farm Loch South,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001375,N/A,S02000247,Darvel,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001376,N/A,S02000250,Bonnyton and Town Centre,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001377,N/A,S02000251,New Farm Loch South,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001378,N/A,S02000250,Bonnyton and Town Centre,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001379,N/A,S02000249,Crosshouse and Gatehead Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001380,N/A,S02000250,Bonnyton and Town Centre,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001381,N/A,S02000251,New Farm Loch South,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001382,N/A,S02000252,"Altonhill South, Longpark and Hillhead",S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001383,N/A,S02000249,Crosshouse and Gatehead Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001384,N/A,S02000251,New Farm Loch South,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001385,N/A,S02000250,Bonnyton and Town Centre,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001386,N/A,S02000252,"Altonhill South, Longpark and Hillhead",S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001387,N/A,S02000253,Dean and New Farm Loch North,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001388,N/A,S02000252,"Altonhill South, Longpark and Hillhead",S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
